habitat_label,n_obs,status,eunis_code,eunis_label,eunis_level,match,confidence,note,eunis_uri,decision
Felsen,6,linked,H3,"Inland cliffs, rock pavements and outcrops",2,broad,0.90,Inland cliffs and rock outcrops,http://eunis.eea.europa.eu/eunishabitats/H3,
Campus,6,linked,J1.3,Urban and suburban public buildings,3,broad,0.70,Public buildings and surrounding grounds,http://eunis.eea.europa.eu/eunishabitats/J1.3,
Lagunengebiet,6,linked,X03,Brackish coastal lagoons,2,close,0.80,Brackish coastal lagoon complex,http://eunis.eea.europa.eu/eunishabitats/X03,
Tauen gegenüber unserer Wohnung,6,review,J1.2,Residential buildings of villages and urban peripheries,3,broad,0.60,Ropes/wires opposite apartment,http://eunis.eea.europa.eu/eunishabitats/J1.2,
Fichten beim Haus,6,linked,G5.4,Small coniferous anthropogenic woodlands,3,close,0.80,Small coniferous anthropogenic woodland,http://eunis.eea.europa.eu/eunishabitats/G5.4,
Schlammbank,6,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,exact,0.90,Unvegetated or sparsely vegetated shores with soft sediments,http://eunis.eea.europa.eu/eunishabitats/C3.6,
Westbecken,6,linked,C1,Surface standing waters,2,broad,0.70,Western basin of a lake,http://eunis.eea.europa.eu/eunishabitats/C1,
Graben,6,linked,J5.4,Highly artificial non-saline running waters,3,broad,0.70,Artificial ditch/running water,http://eunis.eea.europa.eu/eunishabitats/J5.4,
Grasgarten,6,linked,I2.2,Small-scale ornamental and domestic garden areas,3,close,0.80,Domestic garden lawn,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Vorklär-Teich,6,linked,J5.3,Highly artificial non-saline standing waters,3,exact,0.90,Sewage treatment pond,http://eunis.eea.europa.eu/eunishabitats/J5.3,
Almboden,6,linked,E4,Alpine and subalpine grasslands,2,close,0.90,Alpine and subalpine grasslands,http://eunis.eea.europa.eu/eunishabitats/E4,
Silberweidenwald,6,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,exact,0.95,Salix alba riparian woodland,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Tierpark,6,linked,I2.1,Large-scale ornamental garden areas,3,close,0.80,Zoo/large-scale ornamental park,http://eunis.eea.europa.eu/eunishabitats/I2.1,
Forstleite,6,linked,G,"Woodland, forest and other wooded land",1,broad,0.80,Forested slope,http://eunis.eea.europa.eu/eunishabitats/G,
Schilfdickicht,5,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,exact,0.95,Water-fringing reedbeds,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Fichtenhecke,5,linked,FA,Hedgerows,2,close,0.80,Spruce hedge,http://eunis.eea.europa.eu/eunishabitats/FA,
Seemoos,5,linked,D2,"Valley mires, poor fens and transition mires",2,close,0.80,Lake mire/bog,http://eunis.eea.europa.eu/eunishabitats/D2,
Felswand,5,linked,H3,"Inland cliffs, rock pavements and outcrops",2,exact,0.95,Inland cliffs,http://eunis.eea.europa.eu/eunishabitats/H3,
feuchte Wiesen,5,linked,E3,Seasonally wet and wet grasslands,2,exact,0.95,Seasonally wet and wet grasslands,http://eunis.eea.europa.eu/eunishabitats/E3,
Heckenauen,5,linked,F9.1,Riverine scrub,3,close,0.70,Riparian scrub/hedges,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Telegrafendrähte längs der Straße,5,linked,J4.2,Road networks,3,broad,0.80,Telegraph wires along road,http://eunis.eea.europa.eu/eunishabitats/J4.2,
Steg,5,linked,J5,Highly artificial man-made waters and associated structures,2,broad,0.70,Wooden jetty/footbridge,http://eunis.eea.europa.eu/eunishabitats/J5,
Hangwälder,5,linked,G,"Woodland, forest and other wooded land",1,close,0.90,Slope forests,http://eunis.eea.europa.eu/eunishabitats/G,
Alleebäume,5,linked,G5.1,Lines of trees,3,exact,0.95,Lines of trees,http://eunis.eea.europa.eu/eunishabitats/G5.1,
alte Bäume,5,linked,G,"Woodland, forest and other wooded land",1,broad,0.70,Old trees,http://eunis.eea.europa.eu/eunishabitats/G,
Hof,5,linked,J2.4,Agricultural constructions,3,broad,0.80,Farmyard/courtyard,http://eunis.eea.europa.eu/eunishabitats/J2.4,
Watt,5,linked,A2,Littoral sediment,2,exact,0.90,Littoral sediment / mudflats,http://eunis.eea.europa.eu/eunishabitats/A2,
Schutzgebiet,5,no_match,,,,none,0.10,"Protected area, not a specific habitat type",,
Waldabteil,5,linked,G,"Woodland, forest and other wooded land",1,broad,0.80,Forest compartment,http://eunis.eea.europa.eu/eunishabitats/G,
Kleingärten,5,linked,I2.2,Small-scale ornamental and domestic garden areas,3,exact,0.95,Allotment gardens,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Schutzholz,5,linked,G,"Woodland, forest and other wooded land",1,broad,0.70,Protective forest or shelterbelt,http://eunis.eea.europa.eu/eunishabitats/G,
Schilfwiese,5,linked,D5.1,Reedbeds normally without free-standing water,3,close,0.80,"Reed meadow, reedbed without standing water",http://eunis.eea.europa.eu/eunishabitats/D5.1,
Abwiesenhalden,5,review,E2,Mesic grasslands,2,close,0.60,Meadow slopes,http://eunis.eea.europa.eu/eunishabitats/E2,
Uferverbauungen und im Weidicht,5,linked,F9.1,Riverine scrub,3,close,0.70,Embankments and willow scrub,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Fabrikgelände,5,linked,J1.4,Urban and suburban industrial and commercial sites still in active use,3,exact,0.90,Industrial site,http://eunis.eea.europa.eu/eunishabitats/J1.4,
Parkwald,5,linked,G5.2,Small broadleaved deciduous anthropogenic woodlands,3,close,0.80,Park woodland,http://eunis.eea.europa.eu/eunishabitats/G5.2,
Uferstücke,5,linked,C3,Littoral zone of inland surface waterbodies,2,broad,0.80,Riparian zones / shores,http://eunis.eea.europa.eu/eunishabitats/C3,
Werkkanal,5,linked,J5.4,Highly artificial non-saline running waters,3,exact,0.95,Industrial canal,http://eunis.eea.europa.eu/eunishabitats/J5.4,
Fütterplatz vor d. Küchenfenster,5,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.90,Feeding station in domestic garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Stadt,4,linked,J1,"Buildings of cities, towns and villages",2,broad,0.90,City / urban area,http://eunis.eea.europa.eu/eunishabitats/J1,
abgeerntetes Getreidefeld am Waldrand,4,linked,I1.5,"Bare tilled, fallow or recently abandoned arable land",3,close,0.85,Harvested cereal field,http://eunis.eea.europa.eu/eunishabitats/I1.5,
Fichtenwäldchen,4,linked,G5.4,Small coniferous anthropogenic woodlands,3,close,0.90,Small spruce woodland,http://eunis.eea.europa.eu/eunishabitats/G5.4,
Bahnhof,4,linked,J4.3,Rail networks,3,close,0.90,Railway station,http://eunis.eea.europa.eu/eunishabitats/J4.3,
niederes Buschwerk,4,linked,F3.1,Temperate thickets and scrub,3,close,0.80,Low shrubbery,http://eunis.eea.europa.eu/eunishabitats/F3.1,
Kiefern,4,linked,G3.4,[Pinus sylvestris] woodland south of the taiga,3,close,0.80,Pine trees / pine forest,http://eunis.eea.europa.eu/eunishabitats/G3.4,
Fichtendickicht,4,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.85,Spruce thicket,http://eunis.eea.europa.eu/eunishabitats/G3.1,
Fichtenpflanzung,4,linked,G3.F,Highly artificial coniferous plantations,3,exact,0.90,Spruce plantation,http://eunis.eea.europa.eu/eunishabitats/G3.F,
Föhrenwäldchen,4,linked,G5.4,Small coniferous anthropogenic woodlands,3,close,0.90,Small pine woodland,http://eunis.eea.europa.eu/eunishabitats/G5.4,
Moorwald,4,linked,G3.D,Boreal bog conifer woodland,3,close,0.80,Bog woodland,http://eunis.eea.europa.eu/eunishabitats/G3.D,
Latschenmoos,4,linked,F2.4,Conifer scrub close to the tree limit,3,close,0.85,Pinus mugo scrub near tree limit,http://eunis.eea.europa.eu/eunishabitats/F2.4,
Weidenauen,4,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,exact,0.90,Riparian willow forest,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Stadtwald,4,linked,G5.2,Small broadleaved deciduous anthropogenic woodlands,3,close,0.80,Urban forest,http://eunis.eea.europa.eu/eunishabitats/G5.2,
Moosgelände,4,linked,D,"Mires, bogs and fens",1,broad,0.70,Mire / bog terrain,http://eunis.eea.europa.eu/eunishabitats/D,
Weidenbüschen am Wasser,4,linked,F9.1,Riverine scrub,3,exact,0.90,Riparian willow scrub,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Rohrfeld,4,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.85,Reedbed,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Schilf und See,4,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.90,Reedbed and lake,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Föhrenbestand,4,linked,G3.4,[Pinus sylvestris] woodland south of the taiga,3,close,0.85,Pine stand,http://eunis.eea.europa.eu/eunishabitats/G3.4,
Alpenmatten,4,linked,E4,Alpine and subalpine grasslands,2,exact,0.95,Alpine meadows,http://eunis.eea.europa.eu/eunishabitats/E4,
Wäldchen aus Falten-Eschen,4,linked,G5.2,Small broadleaved deciduous anthropogenic woodlands,3,close,0.80,Small ash woodland,http://eunis.eea.europa.eu/eunishabitats/G5.2,
Schlammlager in den Fischgärten,4,linked,J5.3,Highly artificial non-saline standing waters,3,broad,0.75,Mud deposits in fish ponds,http://eunis.eea.europa.eu/eunishabitats/J5.3,
Erlbäume,4,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.80,Alder trees,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Gemüsegarten,4,linked,I2.2,Small-scale ornamental and domestic garden areas,3,exact,0.90,Vegetable garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Schilfbestände,4,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,exact,0.95,Reedbeds,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Wirtsgarten,4,linked,I2.2,Small-scale ornamental and domestic garden areas,3,close,0.85,Beer garden / restaurant garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Bergwäldern,4,linked,G,"Woodland, forest and other wooded land",1,broad,0.80,Mountain forests,http://eunis.eea.europa.eu/eunishabitats/G,
Dorf,4,linked,J1.2,Residential buildings of villages and urban peripheries,3,exact,0.95,Village,http://eunis.eea.europa.eu/eunishabitats/J1.2,
Fels,4,linked,H3,"Inland cliffs, rock pavements and outcrops",2,broad,0.90,Rock / cliffs,http://eunis.eea.europa.eu/eunishabitats/H3,
Bergwiese,4,linked,E2.3,Mountain hay meadows,3,exact,0.95,Mountain hay meadows,http://eunis.eea.europa.eu/eunishabitats/E2.3,
Wattwiesen,4,linked,E3,Seasonally wet and wet grasslands,2,close,0.80,Seasonally wet or wet grasslands,http://eunis.eea.europa.eu/eunishabitats/E3,
Rapsfeld,4,linked,I1.1,Intensive unmixed crops,3,close,0.95,Intensive unmixed crops,http://eunis.eea.europa.eu/eunishabitats/I1.1,
Laubbaumwald,4,linked,G1,Broadleaved deciduous woodland,2,exact,1.00,Broadleaved deciduous woodland,http://eunis.eea.europa.eu/eunishabitats/G1,
verschneite Bäume,4,linked,G,"Woodland, forest and other wooded land",1,broad,0.70,"Snow-covered trees, likely woodland",http://eunis.eea.europa.eu/eunishabitats/G,
Botanischer Garten,4,linked,I2.1,Large-scale ornamental garden areas,3,close,0.90,Large-scale ornamental garden areas,http://eunis.eea.europa.eu/eunishabitats/I2.1,
Ahornbäume vor unserem Haus,4,linked,G5.1,Lines of trees,3,broad,0.80,Lines of trees or small group near house,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Lärche am Haus,4,linked,J2,Low density buildings,2,broad,0.70,Single tree next to a low density building,http://eunis.eea.europa.eu/eunishabitats/J2,
Dünenkuhlen,4,linked,B1.8,Moist and wet dune slacks,3,exact,0.90,Moist and wet dune slacks,http://eunis.eea.europa.eu/eunishabitats/B1.8,
Tierpark- und Isarauen,4,linked,X11,Large parks,2,broad,0.70,Zoo park and riparian floodplain complex,http://eunis.eea.europa.eu/eunishabitats/X11,
WE,4,no_match,,,,none,0.00,Unclear abbreviation,,
W.B.,4,no_match,,,,none,0.00,Unclear abbreviation,,
Futterplatz am Küchenfenster,4,linked,J1.2,Residential buildings of villages and urban peripheries,3,broad,0.80,Feeding station at residential building window,http://eunis.eea.europa.eu/eunishabitats/J1.2,
Riedwald,3,linked,G1.4,Broadleaved swamp woodland not on acid peat,3,exact,0.90,Broadleaved swamp woodland,http://eunis.eea.europa.eu/eunishabitats/G1.4,
Wiesenland,3,linked,E2,Mesic grasslands,2,close,0.95,Mesic grasslands,http://eunis.eea.europa.eu/eunishabitats/E2,
Reisighaufen,3,linked,J6.4,Agricultural and horticultural waste,3,broad,0.70,"Brushwood pile, agricultural/horticultural waste",http://eunis.eea.europa.eu/eunishabitats/J6.4,
Tannenhochwald,3,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.95,Abies and Picea woodland,http://eunis.eea.europa.eu/eunishabitats/G3.1,
Tannenwald,3,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.95,Abies and Picea woodland,http://eunis.eea.europa.eu/eunishabitats/G3.1,
frischgepflügter Acker,3,linked,I1.5,"Bare tilled, fallow or recently abandoned arable land",3,exact,0.95,Bare tilled arable land,http://eunis.eea.europa.eu/eunishabitats/I1.5,
Wiesen und Äcker,3,linked,X07,Intensively-farmed crops interspersed with strips of natural and/or semi-natural vegetation,2,close,0.80,Mosaic of crops and grassland,http://eunis.eea.europa.eu/eunishabitats/X07,
Weiden am Ufer,3,linked,F9.1,Riverine scrub,3,close,0.85,Riparian willow scrub,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Wald- und Wiesenlandschaft,3,linked,X10,Mosaic landscapes with a woodland element (bocages),2,close,0.80,Mosaic landscape with woodland element,http://eunis.eea.europa.eu/eunishabitats/X10,
nasse Wiese,3,linked,E3,Seasonally wet and wet grasslands,2,exact,0.95,Seasonally wet and wet grasslands,http://eunis.eea.europa.eu/eunishabitats/E3,
Sand- und Kiesbänke,3,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,exact,0.90,Unvegetated or sparsely vegetated shores,http://eunis.eea.europa.eu/eunishabitats/C3.6,
seichtes Wasser,3,linked,C3,Littoral zone of inland surface waterbodies,2,broad,0.80,"Shallow water, littoral zone",http://eunis.eea.europa.eu/eunishabitats/C3,
Weg,3,linked,J4.2,Road networks,3,broad,0.80,Path or road network,http://eunis.eea.europa.eu/eunishabitats/J4.2,
Gesträuch,3,linked,F3,Temperate and mediterranean-montane scrub,2,exact,0.95,Temperate scrub,http://eunis.eea.europa.eu/eunishabitats/F3,
Kiesbänke am Fluß,3,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,exact,0.95,Unvegetated river gravel banks,http://eunis.eea.europa.eu/eunishabitats/C3.6,
Fichtenjungholz,3,linked,G5.7,Coppice and early-stage plantations,3,close,0.80,Young spruce plantation/regrowth,http://eunis.eea.europa.eu/eunishabitats/G5.7,
Terrasse,3,linked,J1.2,Residential buildings of villages and urban peripheries,3,broad,0.80,Terrace of a residential building,http://eunis.eea.europa.eu/eunishabitats/J1.2,
Wiesenflächen,3,linked,E2,Mesic grasslands,2,close,0.90,Mesic grasslands,http://eunis.eea.europa.eu/eunishabitats/E2,
Fichtenhochwald,3,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.95,Mature spruce forest,http://eunis.eea.europa.eu/eunishabitats/G3.1,
verschneite Felder,3,linked,I1,Arable land and market gardens,2,broad,0.90,Snow-covered arable fields,http://eunis.eea.europa.eu/eunishabitats/I1,
Torfhütte,3,linked,J2.6,Disused rural constructions,3,broad,0.80,"Peat hut, disused rural construction",http://eunis.eea.europa.eu/eunishabitats/J2.6,
Erlen- und Weidenbüsche,3,linked,F9.2,[Salix] carr and fen scrub,3,exact,0.90,Salix carr and fen scrub,http://eunis.eea.europa.eu/eunishabitats/F9.2,
Wertachauen,3,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.85,Riparian woodland along the Wertach river,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Wertachanlagen,3,linked,I2.1,Large-scale ornamental garden areas,3,close,0.80,Public parklands along the Wertach,http://eunis.eea.europa.eu/eunishabitats/I2.1,
hohe Buchen,3,linked,G1.6,[Fagus] woodland,3,close,0.90,"Tall beech trees, Fagus woodland",http://eunis.eea.europa.eu/eunishabitats/G1.6,
abgeerntete Felder,3,linked,I1.5,"Bare tilled, fallow or recently abandoned arable land",3,exact,0.90,Harvested/fallow arable land,http://eunis.eea.europa.eu/eunishabitats/I1.5,
Erlenwäldchen,3,linked,G1.B,Non-riverine [Alnus] woodland,3,exact,0.90,Non-riverine Alnus woodland or small wood,http://eunis.eea.europa.eu/eunishabitats/G1.B,
Stauden,3,linked,E5.1,Anthropogenic herb stands,3,close,0.80,"Staudenfluren, tall-herb stands",http://eunis.eea.europa.eu/eunishabitats/E5.1,
Friedhofanlagen,3,linked,J4.7,Constructed parts of cemeteries,3,close,0.90,Constructed parts of cemeteries,http://eunis.eea.europa.eu/eunishabitats/J4.7,
Felder in den Auen,3,linked,I1,Arable land and market gardens,2,close,0.80,Arable land in floodplains,http://eunis.eea.europa.eu/eunishabitats/I1,
Schilf und Rohr,3,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,exact,0.95,Water-fringing reedbeds,http://eunis.eea.europa.eu/eunishabitats/C3.2,
freie Wasserfläche,3,linked,C1,Surface standing waters,2,close,0.90,Open standing water,http://eunis.eea.europa.eu/eunishabitats/C1,
Wehr,3,linked,J5.4,Highly artificial non-saline running waters,3,broad,0.80,"Weir, artificial running water structure",http://eunis.eea.europa.eu/eunishabitats/J5.4,
Tränke,3,linked,J5.3,Highly artificial non-saline standing waters,3,broad,0.70,"Watering trough, artificial standing water",http://eunis.eea.europa.eu/eunishabitats/J5.3,
Hangwiese,3,linked,E2,Mesic grasslands,2,close,0.80,Hillside meadow,http://eunis.eea.europa.eu/eunishabitats/E2,
Ufersand,3,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,exact,0.90,Unvegetated sandy shores,http://eunis.eea.europa.eu/eunishabitats/C3.6,
Flußufer,3,linked,C3,Littoral zone of inland surface waterbodies,2,close,0.90,River bank littoral zone,http://eunis.eea.europa.eu/eunishabitats/C3,
Rand eines gemischten Waldes,3,linked,E5.2,Thermophile woodland fringes,3,close,0.80,"Edge of mixed forest, woodland fringe",http://eunis.eea.europa.eu/eunishabitats/E5.2,
Entenanlagen,3,linked,J5.3,Highly artificial non-saline standing waters,3,broad,0.80,Artificial duck ponds,http://eunis.eea.europa.eu/eunishabitats/J5.3,
Futterplatz am Fenster,3,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.80,"Feeding station at window, domestic garden",http://eunis.eea.europa.eu/eunishabitats/I2.2,
Schuttabladeplatz,3,linked,J6,Waste deposits,2,exact,0.90,"Rubbish dump, waste deposit",http://eunis.eea.europa.eu/eunishabitats/J6,
Stadtgarten,3,linked,I2.2,Small-scale ornamental and domestic garden areas,3,close,0.90,Urban garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Bauernhöfen,3,linked,J2.4,Agricultural constructions,3,exact,0.90,"Agricultural constructions, farmsteads",http://eunis.eea.europa.eu/eunishabitats/J2.4,
